city,mhhi,revtotal,exputility,expdebtservice,exptransportation,expgov,exppubsafety,expother,exptotal,pcrevtotal,pcexputility,pcexpdebt,pcexptransportation,pcexpgov,pcexppubsafety,pcexpother,pcexptotal,citypop,latitude,longitude,pop11,pop12,tarea,popden10,mhhi12,poverty12,hs12,crinc11,crinc12,mage12
ABERDEEN,35281,9530654,2439403,375386,722811,806947,4614712,899328,9858587,1467,376,58,111,124,711,138,1518,6495,35.138489,-79.427696,6102,6311,8.63,746.200012,34026,12.2,87.099998,345,380,38.700001
AHOSKIE,27038,11880994,4240045,1217534,481631,1150360,2823581,2465122,12378273,2433,868,249,99,236,578,505,2535,4883,36.286442,-76.986427,5064,5074,4.31,1170.199951,27344,28.700001,71.400002,330,303,38.5
ALAMANCE,84250,700481,215894,0,13377,116582,2000,61744,409597,718,221,0,14,120,2,63,420,975,36.027672,-79.488861,848,807,0.76,1260.300049,84432,3.5,91.300003,,,43.299999
ALBEMARLE,34391,55730524,36198104,2004846,1061280,1493541,6208346,7422505,54388622,3476,2258,125,66,93,387,463,3393,16032,35.35836,-80.195259,15919,15913,16.879999,949.900024,34059,21.700001,77.099998,882,1032,37.799999
ALLIANCE,45240,65163,0,0,32642,25120,6600,38586,102948,84,0,0,42,32,9,50,133,774,35.143131,-76.815331,1014,888,2.09,372,45588,10.2,82.400002,,,39.700001
ANGIER,43004,6341566,1168078,348538,671017,584698,887674,757000,4417005,1411,260,78,149,130,197,168,983,4495,35.508591,-78.737488,4239,4349,2.94,1496,43368,11.4,81.099998,176,,35.299999
APEX,86782,80802880,35325076,3196457,3887164,4464490,14614298,8422328,69909813,2088,913,83,100,115,378,218,1807,38691,35.731949,-78.852867,36049,37589,15.43,2437.899902,89398,2.1,96.099998,616,590,34
ARAPAHOE,36250,22302,0,0,4591,12457,0,1000,18048,40,0,0,8,22,0,2,32,562,35.025909,-76.828857,480,466,2.17,256.100006,41875,14.8,85.300003,,,47.900002
ARCHDALE,50743,13082178,2410712,1530503,951322,3303193,2324826,1874417,12394973,1130,208,132,82,285,201,162,1071,11576,35.903999,-79.96608,11060,11205,8.24,1389.800049,51332,9.6,83,363,301,40
ARCHER LODGE,61125,925736,0,27265,77,191232,175248,5699,399521,211,0,6,0,44,40,1,91,4393,35.69389,-78.375832,4178,4271,9.31,462.600006,56316,7.3,84.900002,,,33.099998
ASHEBORO,37720,35298527,9177924,2250417,3471319,2541235,10473547,7871493,35785935,1391,362,89,137,100,413,310,1411,25371,35.71521,-79.813004,24799,25109,18.620001,1349.599976,31856,25.4,74.400002,1865,1875,33.5
ASHEVILLE,40863,165461859,26483495,10397101,26963140,13375470,44534912,33135763,154889881,1939,310,122,316,157,522,388,1815,85339,35.37986,-82.555809,82823,83796,45.23,1855.900024,42333,20.200001,89.5,4393,5333,37.900002
ASKEWVILLE,48796,130213,59069,0,25429,21628,1793,15493,123412,549,249,0,107,91,8,65,521,237,36.113041,-79.940422,245,242,0.49,492.799988,51555,1.7,89.199997,,,46.900002
ATKINSON,27098,2383086,0,1822164,490,32081,163175,62077,2079987,7813,0,5974,2,105,535,204,6820,305,34.527729,-78.169907,320,322,0.99,302.100006,27473,6.5,92.5,,,43.900002
ATLANTIC BEACH,45156,6729622,908207,554712,469745,1139634,2992322,769110,6833730,4469,603,368,312,757,1987,511,4538,1506,34.700451,-76.740807,1702,1687,2.67,642.900024,41061,17,95.099998,227,150,50.400002
AULANDER,24063,981892,176631,33231,177023,214152,117347,87278,805662,1117,201,38,201,244,134,99,917,879,36.228458,-77.111702,656,781,1.48,605.900024,29375,24.200001,87.099998,14,46,40.099998
AUTRYVILLE,12237,228166,75400,15254,73548,40248,8274,52012,264736,1164,385,78,375,205,42,265,1351,196,34.9991,-78.640266,334,549,0.52,378.200012,20690,62.5,50.400002,,,24
AYDEN,27976,20241392,14414947,388461,599288,1115002,1334546,2459844,20312088,4071,2899,78,121,224,268,495,4085,4972,35.47097,-77.420738,4924,4942,3.49,1413.800049,29509,23.299999,75.599998,249,246,40
BADIN,28500,768074,0,0,154025,164154,312650,21351,652180,387,0,0,78,83,158,11,329,1985,35.404671,-80.115837,1799,1406,1.81,1088.900024,29519,12.5,71,,,43.400002
BAILEY,32813,936914,231638,167504,19328,102230,162441,355581,1038722,1652,409,295,34,180,286,627,1832,567,35.780281,-78.115623,772,657,0.7,810.599976,34417,21.5,79.800003,14,21,45.299999
BAKERSVILLE,18214,504519,92639,58989,47628,87248,151242,10028,447774,1087,200,127,103,188,326,22,965,464,36.014,-82.155693,483,479,0.75,620.299988,18077,46.799999,57.799999,,,37.5
BALD HEAD ISLAND,91667,14876740,1425810,3566643,47556,1284933,2030734,4554412,12910088,92980,8911,22292,297,8031,12692,28465,80688,160,33.861881,-77.990143,100,138,5.77,40.900002,94625,6.5,100,,,61.900002
BANNER ELK,35880,2223278,466536,91991,238123,379958,756246,259867,2192721,2019,424,84,216,345,687,236,1992,1101,36.159561,-81.871651,1184,1144,1.89,544.900024,50526,17.4,98.5,40,44,22.4
BAYBORO,36161,288910,0,0,84785,112714,0,69800,267299,229,0,0,67,89,0,55,212,1262,35.144299,-76.770752,1566,1326,1.86,681.700012,33203,13.8,78.099998,,,39.099998
BEAR GRASS,54167,57470,0,0,500,65584,0,0,66084,798,0,0,7,911,0,0,918,72,35.765991,-77.129463,121,110,0.27,274.899994,55000,3.6,91.800003,,,40.799999
BEAUFORT,29574,7887639,1678032,1547361,1106378,1063679,2369921,-1450283,6315088,1931,411,379,271,260,580,-355,1546,4084,34.72073,-76.652573,4019,4046,5.62,874.200012,28750,28.5,86.300003,176,183,44.5
BEECH MOUNTAIN,57850,7630769,4420587,775854,1347557,805077,1486762,748283,9584120,23698,13729,2409,4185,2500,4617,2324,29764,322,36.206379,-81.883118,656,606,6.67,48,49875,11.4,99.199997,,18,56.099998
BELHAVEN,18377,5909583,3190252,272302,210643,1422424,782091,579443,6457155,3511,1896,162,125,845,465,344,3837,1683,35.542931,-76.623283,2033,1889,2.09,1061.800049,18179,42.299999,71.400002,58,69,42.900002
BELMONT,50547,13356635,3674700,1354451,1115494,1200310,4057882,1680924,13083761,1319,363,134,110,119,401,166,1292,10127,35.244499,-81.035652,9970,10156,10.11,1014.299988,56030,9.9,87,488,460,36.799999
BELVILLE,62079,746800,0,0,115929,376016,25000,35353,552298,378,0,0,59,190,13,18,280,1975,34.219189,-77.995399,2185,2272,1.85,1171.5,63180,6,94.400002,,,34.099998
BELWOOD,39643,47610,0,0,0,23944,166,21807,45917,50,0,0,0,25,0,23,48,951,35.480942,-81.514236,1289,1208,12.31,77.199997,39286,31.1,76.099998,,,36.200001
BENSON,27585,10176093,6311455,217653,327578,1014827,1080670,1039229,9991412,3050,1892,65,98,304,324,312,2995,3336,35.382271,-78.546204,3305,3346,2.79,1189,22247,45.400002,65.900002,304,304,44.599998
BERMUDA RUN,80179,2312930,363647,234890,305950,388942,510720,190890,1995039,1332,209,135,176,224,294,110,1149,1736,35.998562,-80.431374,1748,1836,1.71,1042.900024,81705,5.6,96.099998,,,62.5
BESSEMER CITY,32388,8357081,4531099,592082,769519,438953,958651,2048918,9339222,1559,845,110,144,82,179,382,1742,5360,35.28426,-81.282852,5349,5372,4.83,1114.900024,35718,18.6,82.099998,,,38.299999
BETHANIA,63750,202512,0,0,14596,123960,5060,35539,179155,616,0,0,44,377,15,108,545,329,36.184422,-80.334793,296,308,0.69,477.399994,59500,7.8,93.300003,,,53.400002
BETHEL,26224,4924978,792510,438094,118209,251533,331029,217055,2148430,3107,500,276,75,159,209,137,1355,1585,35.806919,-77.376892,1324,1557,1.06,1491.400024,27652,33.599998,75.800003,,64,41.400002
BEULAVILLE,30216,1948519,657176,244940,155266,221412,332746,186813,1798353,1491,503,187,119,169,255,143,1376,1307,34.923531,-77.774063,1745,1783,1.52,853.700012,28233,28.5,81,48,55,43
BILTMORE FOREST,138194,3935010,342300,513521,670792,373205,1852194,57290,3809302,2874,250,375,490,273,1353,42,2783,1369,35.53788,-82.539879,1570,1433,2.91,461.299988,143750,3.1,99.400002,,14,54.200001
BISCOE,30500,2378866,737795,0,273242,407378,752837,136960,2308212,1386,430,0,159,237,439,80,1345,1716,35.360451,-79.780281,2122,2243,2.27,749.599976,26417,38.799999,62.700001,208,212,29.700001
BLACK MOUNTAIN,37500,8246508,1431169,470456,801787,1203305,2844461,1314139,8065317,1030,179,59,100,150,355,164,1007,8007,35.619209,-82.325432,7857,7885,6.72,1171,38125,13.5,88.400002,172,176,45.599998
BLADENBORO,19534,2532467,363209,130047,332242,350318,492498,304747,1973061,1455,209,75,191,201,283,175,1134,1740,34.540459,-78.792938,2101,2126,2.22,790,19736,42.400002,67.099998,,99,38.799999
BLOWING ROCK,47167,7051979,1457219,1152716,1339333,710709,1413668,912340,6985985,5651,1168,924,1073,569,1133,731,5598,1248,36.129662,-81.672569,1072,1179,3.04,413.700012,48125,12.9,94.300003,45,42,60.299999
BOARDMAN,44583,71103,29199,0,4890,35544,0,4500,74133,456,187,0,31,228,0,29,475,156,34.439789,-78.948486,190,149,3.09,51.099998,50625,30.200001,74.199997,,,47.599998
BOGUE,63125,134738,0,0,24094,94850,0,0,118944,191,0,0,34,134,0,0,168,707,34.699108,-77.036774,792,776,3,247.300003,64659,5.7,87.699997,,,39.599998
BOILING SPRING LAKES,44924,2789181,44884,306921,548058,690563,715336,1412128,3717890,503,8,55,99,125,129,255,671,5540,34.03849,-78.053902,5190,5329,23.99,230.600006,45944,15.7,90.099998,93,101,40.799999
BOILING SPRINGS,59625,3388669,1190531,259602,242438,370251,620524,584773,3268119,727,256,56,52,79,133,126,702,4658,35.251751,-81.664291,4558,4605,4.45,1043.599976,61921,5.9,89.300003,61,48,23
BOLIVIA,56875,67309,0,0,4745,24417,0,0,29162,467,0,0,33,170,0,0,203,144,34.069118,-78.147758,164,157,0.64,224.699997,38750,32.5,77.800003,,,24.5
BOLTON,20909,706860,120703,9250,47002,168344,193485,93508,632292,1023,175,13,68,244,280,135,915,691,34.320099,-78.404907,740,800,3.75,184.100006,22273,37.900002,86.099998,,,30.5
BOONE,18668,20873579,4261825,1099763,2004171,4842509,5553425,426686,18188379,1176,240,62,113,273,313,24,1025,17751,36.211361,-81.668663,16836,17261,6.15,2792.800049,16447,57.5,94.5,438,435,21.299999
BOONVILLE,32667,1059295,439693,11000,176139,166195,308647,132699,1234373,865,359,9,144,136,252,108,1008,1224,36.233341,-80.707863,1589,1553,1.24,987.299988,28264,18.1,71.5,,,46.400002
BOSTIC,31250,785049,334790,55630,2716,63512,53759,43785,554192,2013,858,143,7,163,138,112,1421,390,35.36235,-81.834373,327,390,0.93,413.899994,33333,12.6,79.099998,,,42.599998
BREVARD,37854,13400842,4874153,407041,879013,2757947,2862676,1298626,13079456,1750,637,53,115,360,374,170,1708,7656,35.241631,-82.728699,7534,7566,5.12,1486,35625,15.7,88.5,251,279,45.599998
BRIDGETON,52708,782149,149252,39476,42702,202253,175831,94000,703514,1689,322,85,92,437,380,203,1519,463,35.122559,-77.021317,318,291,1.53,297.600006,49107,7.9,78.599998,,,48.099998
BROADWAY,63964,1232728,235781,77102,70208,371339,280743,118271,1153444,984,188,62,56,296,224,94,921,1253,35.458279,-79.053207,1440,1509,1.33,948.900024,57000,25,88.199997,,,40.099998
BROOKFORD,31300,344044,0,0,72175,146979,68689,10490,298333,901,0,0,189,385,180,27,781,382,35.70348,-81.346786,645,470,0.62,633.700012,30536,29.6,67.400002,,,35.900002
BRUNSWICK,21667,542171,88500,12665,40865,189087,69804,47250,448171,484,79,11,36,169,62,42,400,1120,34.29282,-78.706932,1332,1362,0.42,2658.199951,17232,48.099998,69.400002,,,33.400002
BRYSON CITY,35850,4112857,1048181,182221,86216,277352,512836,222839,2329645,2831,721,125,59,191,353,153,1603,1453,35.426979,-83.447678,1667,1701,2.29,652.099976,42125,19.5,78.699997,98,89,41.400002
BUNN,40000,1159774,762406,2250,7052,64068,277754,39202,1152732,3371,2216,7,21,186,807,114,3351,344,35.958111,-78.251984,499,530,0.54,637.5,37344,7.9,82.800003,39,36,33.200001
BURGAW,48578,7905580,1978950,3218462,493235,712590,1141514,796447,8341198,2013,504,819,126,181,291,203,2124,3928,34.55051,-77.926079,3863,3892,5.47,709.099976,34323,33,77.300003,108,112,39.799999
BURLINGTON,42097,76195377,22150529,8790586,2255314,8030918,20870488,9401498,71499333,1506,438,174,45,159,413,186,1413,50587,36.089642,-79.44558,49590,50355,25.379999,1985.099976,38183,21.9,80.800003,4074,3198,38.599998
BURNSVILLE,31136,4770511,2401028,142029,247554,375974,712632,207801,4087018,2782,1400,83,144,219,416,121,2383,1715,35.918541,-82.297546,2282,1972,1.58,1074.099976,24839,28.9,80.300003,105,94,43.400002
BUTNER,42474,6263236,0,260400,272059,1210485,1782959,2917215,6443118,816,0,34,35,158,232,380,840,7672,36.138302,-78.758827,7516,7566,13.95,544.900024,44510,13.4,84.099998,328,257,40.5
CALABASH,33264,1072327,0,0,244192,436458,125726,229518,1035894,590,0,0,134,240,69,126,570,1816,33.89262,-78.566544,1987,2052,3.68,535.599976,31208,27.4,73.5,,,50.5
CALYPSO,32583,559706,190719,12751,95413,67246,43208,68890,478227,1029,351,23,175,124,79,127,879,544,35.154572,-78.104721,708,681,0.99,545.099976,33798,25,68.900002,,,33.5
CAMERON,37426,302202,60982,10813,45461,71574,90425,13606,292861,1046,211,37,157,248,313,47,1013,289,35.326099,-79.253159,429,369,1.22,232.800003,37500,19,83.599998,,,47.200001
CANDOR,33333,1143514,363206,0,93148,207100,289316,155977,1108747,1348,428,0,110,244,341,184,1307,848,35.29303,-79.742416,941,762,1.6,524.299988,37500,24.700001,69,,,41.5
CANTON,38520,7197183,1293882,407457,1198037,1010709,2093407,568522,6572014,1690,304,96,281,237,492,133,1543,4259,35.534828,-82.837433,4241,4210,3.77,1119.699951,36089,13.1,82.599998,245,234,42.200001
CAPE CARTERET,62546,1327483,0,36800,228838,169526,431433,405271,1271868,674,0,19,116,86,219,206,646,1969,34.694481,-77.059128,1950,1962,2.67,771.099976,60227,6.2,93.300003,28,44,48.200001
CAROLINA SHORES,50364,1483841,0,0,529652,377688,167754,176537,1251631,477,0,0,170,121,54,57,402,3113,33.899158,-78.578072,2961,3207,2.56,1192.300049,49777,6.9,95.800003,,,64.400002
CARRBORO,43276,19074068,0,1360087,1981847,3831144,6161520,4564365,17898963,958,0,68,100,192,310,229,899,19905,35.920422,-79.083931,19367,19702,6.49,3030.300049,45159,16.1,91.300003,754,657,30.700001
CARTHAGE,33083,3226578,878193,240869,370871,634271,1380246,-227870,3276580,1451,395,108,167,285,621,-102,1473,2224,35.329441,-79.408478,1506,1874,6.35,349.399994,33684,23.200001,85.300003,89,98,42.799999
CARY,91997,230998867,98171698,26059972,15862859,31559893,46816476,46503324,264974222,1660,705,187,114,227,336,334,1904,139169,35.778919,-78.800209,131631,136627,55.439999,2488.399902,91349,5.7,95.099998,2201,2024,36.599998
CASAR,20294,41155,0,0,0,10823,0,27283,38106,139,0,0,0,36,0,92,128,297,35.514481,-81.615997,420,410,1.75,169.699997,19728,43.400002,70.199997,,,35
CASWELL BEACH,78500,3132679,2043318,0,1800,405237,391448,210184,3051987,7697,5020,0,4,996,962,516,7499,407,33.90361,-78.060638,507,486,4.05,135.899994,73594,2.9,98.900002,,,62.900002
CATAWBA,42656,652165,0,57760,122839,230774,657733,87670,1156776,1076,0,95,203,381,1085,145,1909,606,35.70985,-81.075737,573,598,3.99,153.5,52000,8.4,85.599998,15,12,40.599998
CEDAR POINT,58125,788126,0,0,162587,285766,73540,175863,697756,596,0,0,123,216,56,133,527,1323,34.68557,-77.082367,1291,1511,2.2,581.700012,71591,2.6,90.800003,,,48.200001
CEDAR ROCK,113750,161237,0,0,44527,28198,11400,27906,112031,539,0,0,149,94,38,93,375,299,35.944691,-81.464142,326,338,1.17,256.700012,120625,0.6,97.900002,,,59.900002
CENTERVILLE,70417,4281,0,0,2966,2691,0,0,5657,48,0,0,33,30,0,0,64,89,36.184978,-78.111252,78,65,0.28,315.399994,71000,0,76,,,42.299999
CERRO GORDO,33125,139231,42422,0,1073,70068,0,14315,127878,683,208,0,5,343,0,70,627,204,34.322182,-78.928101,172,174,0.75,276,31607,19.5,80.400002,,,29.5
CHADBOURN,15847,2770513,957237,171637,141487,252615,623205,534923,2681104,1505,520,93,77,137,339,291,1456,1841,34.322369,-78.825821,2273,2015,2.63,704.700012,19348,32.799999,72.099998,172,229,34.900002
CHAPEL HILL,58415,95284502,1730083,7754179,25686113,11678856,20134995,23242330,90226556,1650,30,134,445,202,349,402,1562,57757,35.925919,-79.039467,56289,57088,21.27,2710,59793,22.700001,94.099998,1629,1580,25.299999
CHARLOTTE,53146,1648608000,275451000,350216000,448858000,110478000,357671000,167435000,1710109000,2192,366,466,597,147,476,223,2274,751999,35.207191,-80.829224,722234,740931,299.670013,2457.100098,52916,16,88,36795,37825,33.400002
CHERRYVILLE,40536,11769393,7039152,734091,320407,624194,2099277,787732,11604853,2038,1219,127,55,108,364,136,2009,5775,35.381168,-81.379189,5747,5765,5.5,1048.900024,42214,11.2,80.400002,269,272,41.099998
CHIMNEY ROCK,36964,200287,35259,11481,6637,68755,15756,43112,181000,1757,309,101,58,603,138,378,1588,114,35.440701,-82.25264,174,147,3.15,35.900002,45625,5.4,93.599998,,,53.5
CHINA GROVE,37097,3675683,0,709199,97093,1780657,1124300,1516152,5227401,883,0,170,23,428,270,364,1256,4162,35.57029,-80.577927,3586,3943,2.12,1677.599976,37982,22.200001,75.900002,102,108,38.400002
CHOCOWINITY,35000,1490972,646545,189552,42291,295680,190244,34855,1399166,1814,787,231,51,360,231,42,1702,822,35.515789,-77.100517,833,922,1.01,814.200012,31842,28.1,81.599998,,,36.900002
CLARKTON,24318,1572026,445715,3460,342654,201204,51017,23650,1067700,1887,535,4,411,242,61,28,1282,833,34.489429,-78.656807,821,838,1.25,672.700012,16875,39.599998,85.199997,,,48.099998
CLAYTON,53101,38839290,16832026,4083158,2655055,2654886,7316594,5499641,39041360,2363,1024,248,162,162,445,335,2375,16437,35.64716,-78.450867,15417,16078,13.53,1192.800049,61218,10.9,93.5,420,417,34.599998
CLEMMONS,67629,5655244,577260,0,1653903,818756,838350,1413033,5301302,300,31,0,88,43,45,75,282,18829,36.02523,-80.386414,18409,18680,12.02,1577.300049,65344,8.9,93.5,,,40.599998
CLEVELAND,40250,1576457,317608,48271,21106,339655,354991,99838,1181469,1810,365,55,24,390,408,115,1356,871,35.731022,-80.678963,770,872,1.55,561.900024,39875,15.7,80.5,30,24,41.900002
CLINTON,33347,15173860,3257921,1243435,1456874,1199641,3263356,4198822,14620049,1759,378,144,169,139,378,487,1695,8627,35.002419,-78.328796,8599,8640,7.7,1125.599976,34184,25.5,81,526,510,42.900002
CLYDE,36298,1602741,683725,23503,192467,259453,318662,3370,1481180,1302,555,19,156,211,259,3,1203,1231,35.53302,-82.91169,997,1013,0.88,1390.099976,34722,25.9,78.300003,,,37.5
COATS,29145,1582600,285451,36758,224512,310307,352446,238508,1447982,730,132,17,104,143,163,110,668,2167,35.406368,-78.669594,2319,2325,1.43,1473.199951,30547,26.4,70.699997,96,86,38.099998
COFIELD,36818,493277,342782,13918,43196,144968,13470,34953,593287,1227,853,35,107,361,34,87,1476,402,36.35743,-76.908669,331,314,3.14,131.5,38125,22.1,80.099998,,,50.799999
COLERAIN,37188,399730,43926,0,20877,240817,6104,24984,336708,1999,220,0,104,1204,31,125,1684,200,36.201141,-76.768051,176,185,0.26,776,48750,9.2,88.699997,,,45.900002
COLUMBIA,25050,1945500,474439,65866,126936,326437,122766,34246,1150690,2275,555,77,148,382,144,40,1346,855,35.9179,-76.249687,1020,979,1.22,740.299988,29375,28.799999,65.800003,,,41.799999
COLUMBUS,35000,2169639,642213,122460,46339,201696,633845,60970,1707523,2200,651,124,47,205,643,62,1732,986,35.250671,-82.202118,1209,1516,3.56,280.799988,39250,14.5,78.199997,41,17,36.099998
COMO,11750,29453,0,0,0,23072,0,0,23072,331,0,0,0,259,0,0,259,89,36.49987,-77.014603,153,110,3.15,28.9,46250,34.5,92.599998,,,32.599998
CONCORD,52549,211576394,93017069,35676401,18970977,4663342,32650172,26772858,211750819,2632,1157,444,236,58,406,333,2634,80386,35.404339,-80.600471,77413,79171,60.299999,1311.900024,53387,12.5,85.300003,3204,,35.599998
CONOVER,47682,14488373,2558792,779717,1214098,1348551,3324824,4054499,13280481,1765,312,95,148,164,405,494,1618,8207,35.711231,-81.219597,8035,8118,10.92,749.400024,45720,12.5,83.400002,627,589,37.700001
CONWAY,38587,1149706,252858,9166,325901,202297,144468,20115,954805,1387,305,11,393,244,174,24,1152,829,36.437691,-77.226784,1130,1124,1.82,458.399994,29583,31.200001,77.699997,,,34.099998
COOLEEMEE,27143,533848,0,0,73799,151503,268271,91869,585442,554,0,0,77,157,278,95,607,964,35.81451,-80.556183,810,914,0.78,1269.400024,28098,40.799999,70.900002,,,37.299999
CORNELIUS,79572,25614223,6426472,3110986,1668765,1756493,7633358,3763987,24360061,998,250,121,65,68,297,147,949,25671,35.478951,-80.884529,23969,24818,12.38,2058.399902,83147,7.9,94,793,675,37.799999
COVE CITY,51563,455859,314654,18088,22853,49667,0,49000,454262,1140,787,45,57,124,0,123,1136,400,35.187599,-77.321404,554,527,0.64,625.700012,40833,8.9,84.5,,,36.900002
CRAMERTON,68659,5796364,46173,36438,424946,1398835,2306367,2180323,6393082,1376,11,9,101,332,547,517,1517,4214,35.236721,-81.073936,4046,4139,3.98,1130.5,60472,8,88.099998,128,111,42.200001
CREEDMOOR,66042,10099308,7240086,557863,507980,1021890,1353253,2418134,13099206,2423,1737,134,122,245,325,580,3143,4168,36.123081,-78.68325,3961,4070,4.81,900.200012,62621,10.4,85.699997,123,95,32.299999
CRESWELL,45417,356084,149158,0,12847,98287,3000,73353,336645,1309,548,0,47,361,11,270,1238,272,35.87019,-76.393791,316,369,0.57,487.700012,50417,19.200001,87.400002,,,44
CROSSNORE,38011,210213,101662,0,18667,81424,0,0,201753,1078,521,0,96,418,0,0,1035,195,36.020432,-81.929153,240,206,0.45,428.799988,38977,6.1,95,,,23.700001
DALLAS,35625,11413104,7646401,104282,405252,332318,1207231,584755,10280239,2512,1683,23,89,73,266,129,2262,4544,35.314819,-81.175217,4432,4465,2.91,1543.099976,32761,13,84.699997,203,241,37.299999
DAVIDSON,83492,10606043,154467,781489,1203031,1245813,2366360,5043557,10794717,940,14,69,107,110,210,447,957,11283,35.491169,-80.832863,10544,10903,6,1902.900024,83730,6.4,97.5,115,,33.799999
DENTON,34000,2442596,944429,333635,329939,273276,483914,0,2365193,1501,580,205,203,168,297,0,1454,1627,35.632751,-80.111603,1603,1713,1.99,826.5,33017,19.6,76,,,40.599998
DILLSBORO,35357,183121,0,28188,27219,50086,14157,20134,139784,793,0,122,118,217,61,87,605,231,35.369671,-83.251106,202,220,0.48,486.600006,36000,11.8,87.5,,,51.400002
DOBBINS HEIGHTS,16827,308943,0,24987,28401,165510,22000,47998,288896,358,0,29,33,192,25,56,335,863,34.903389,-79.691223,799,674,0.88,982,19821,31.700001,72.5,,,31.799999
DOBSON,33663,2578897,1013439,81391,105926,312898,461037,215612,2190303,1620,637,51,67,197,290,135,1376,1592,36.391701,-80.721123,1950,1652,1.97,809,27946,32.900002,70.900002,50,46,36.200001
DORTCHES,50529,311538,80448,0,0,76084,64000,0,220532,329,85,0,0,80,68,0,233,948,36.011292,-77.858101,913,919,7.84,119.199997,51473,8.3,86.400002,,,43.900002
DREXEL,36397,3583427,2680488,76843,261784,132812,405617,381710,3939254,1928,1442,41,141,71,218,205,2119,1859,35.757141,-81.606712,1675,1759,1.36,1362.599976,39196,18.1,84.699997,28,27,38.5
DUBLIN,31771,507363,133934,28480,10251,86262,118368,29810,407105,1492,394,84,30,254,348,88,1197,340,34.655811,-78.724854,266,298,0.44,776.700012,31016,10.4,86.599998,,,32.299999
DUCK,71838,5836464,0,804526,89785,1238576,1889920,1525169,5547976,15689,0,2163,241,3330,5080,4100,14914,372,36.169609,-75.755188,406,449,3.72,152.699997,70938,2.9,96.199997,137,,64.099998
DUNN,28196,17565366,5915388,1027050,3000894,1354600,4115616,1640892,17054440,1862,627,109,318,144,436,174,1808,9433,35.31036,-78.610832,9278,9310,6.47,1431,31627,24.6,78.300003,,,41.5
DURHAM,47394,393171540,54562836,74580249,55206276,46602023,87737829,59642445,378331658,1697,235,322,238,201,379,257,1633,231730,35.98864,-78.907173,224930,229963,108.279999,2126.600098,48241,19.4,86.599998,12977,11989,32.099998
EARL,34375,47280,0,0,15723,15140,0,20211,51074,181,0,0,60,58,0,77,196,261,35.195469,-81.53466,222,262,0.86,301.899994,38750,26,87.400002,,,38.700001
EAST ARCADIA,14107,195521,70762,5000,26265,111372,0,0,213399,403,146,10,54,230,0,0,440,485,34.381519,-78.321609,395,432,2.18,223.199997,16786,50.299999,76.300003,,,20.200001
EAST BEND,34375,540754,167788,0,44681,102231,124559,47152,486411,885,275,0,73,167,204,77,796,611,36.217468,-80.509064,572,524,1.3,474.399994,32500,19.299999,82.400002,,,42.799999
EAST LAURINBURG,30417,90786,0,0,25153,34908,0,18093,78154,307,0,0,85,118,0,61,264,296,34.768959,-79.444763,401,373,0.19,1584,27333,39.400002,65.900002,,,36.400002
